id,stockonhand,date,stockcardid
54fa1ac2-b0fe-4468-aa3a-be8a35b8f8c0,56,2016-12-01,040dbedc-6084-4e65-be05-2a1513d35d6c
8f451dc8-6ecf-4eaa-ac4b-82959613d761,17,2016-12-01,51a6a34b-c6ea-43d0-a2c4-c3303d788d29
fd25793c-dc71-4690-9307-c27b5b779749,18,2016-12-01,c0ddc350-9740-47fd-ab1e-6ef024aafda3
39b3419a-9458-47fd-ba34-d8576f4b4438,58,2016-12-01,bb1fa199-b09c-4151-885b-bccd8b886af6
338dd9ce-7939-4b8c-b215-e3463204eb96,45,2016-12-01,d5a21938-c3b4-40c2-89fd-5767b0c6b505
dfab5bd4-d859-4f84-a773-0ff458b648f9,14,2016-12-01,88e9b4ef-47b4-4644-8599-23cc8d607b4f
f455fc97-09bb-47a9-bdf4-e5fa68a81c45,89,2016-12-01,01439224-a543-4212-a8dd-4c216aba40ee
2fce05a4-3c14-4873-b36d-939fcf585843,78,2016-12-01,27de38e0-28be-4f3e-8652-5e032a0ede6f
70655174-3d01-47f2-adc8-35d2cc3134f8,53,2016-12-01,9372fbe0-de5b-4e40-bd32-af420ff308d7
f1d9d780-e083-4646-8cae-20e88fff7bb0,99,2016-12-01,13e83de5-a453-4230-bd75-f58a5585db99
08328c3a-89b2-419b-87c5-1092e32c0463,15,2016-12-01,f266077f-2af1-4bb2-8ac6-baab0d685532
8bf2ca53-046f-4c5b-a223-2a63bba1ee9f,41,2016-12-01,f58dc21a-d701-4bbf-b6f1-ffc69f06f927
61c8d978-7a66-4da9-bf74-ca3ba47a9b84,28,2016-12-01,7264a668-f8ea-46aa-ba56-a472b8c3bb4f
7ca6c4c0-bdd2-40af-b943-bc6df845b1e0,92,2016-12-01,b07869fa-ea26-4b8d-ac59-202932492d08
42c17b00-5650-4090-91b2-360332ff39f2,53,2016-12-01,58a381a0-b7a5-4388-8b6b-d4531f06d730
2488d5f7-c021-4bb6-9337-bb6e30cdb0b7,46,2016-12-01,b8a8d706-1256-4ec0-917a-2be2a38dac5f
1f760849-1590-498e-85c9-0b811cf5ff73,68,2016-12-01,89248b3e-c0f5-47a2-ac43-b1998a50cecf
9049ef09-579f-4749-b737-ecfcc9c1000f,47,2016-12-01,49651167-8045-4caa-83ed-3751575dc1b6
c7b28d32-ea61-48dc-adaa-c1b6d18a2d84,48,2016-12-01,5779f0dc-f3d0-45d0-8bbf-ed351a7a0e54
77ddc34c-aefa-4d1a-ab2d-7b375504cc62,66,2016-12-01,eb68fc42-3ef5-4f1f-9cb3-7785c9059d04
aa7e62db-13f5-49e6-ab3a-c959c935943b,75,2016-12-01,4f65ab30-b67b-4dd9-ae29-df2fd34ca372
bb4068dd-7482-4e59-ac75-64b55f7087c1,51,2016-12-01,f9184c38-71d9-4603-9974-a04436217572
5eccc1c1-7a31-4647-a8da-e95a557a4719,23,2016-12-01,d19a0a4c-6389-4e71-8a7f-896df53b542e
9d579a7f-8f36-4c79-a256-4eb8a2b0f80b,95,2016-12-01,c60be291-c019-4d3b-b3d5-c00d1dfd59f5
eccbaf64-1329-4470-a8a5-e1c8edbd4384,85,2016-12-01,8917491a-6f66-440f-a9f2-db22af163c5d
9aa287d6-a32c-4e9f-9d11-203e02dd7393,26,2016-12-01,c94c1672-4f6a-4f4d-b849-bea27848b362
8cdc621c-ec62-44ac-9140-14e61d94a2db,15,2016-12-01,1170c77c-e539-4915-a809-eb23b741ee03
480e5700-4aa8-4902-84c9-822dc808cf5b,66,2016-12-01,16d102f7-e9d6-414d-920a-1c20fa65c282
282a2c1c-86dc-44dd-8704-9200386da4ca,45,2016-12-01,79a5fc46-effc-4e6b-8194-d726bbaa2667
4107a498-48dd-4392-9475-70bf76ffdd28,78,2016-12-01,951500ea-a208-4aa2-a7db-990c74f2f64b
01329067-927f-42e0-a02b-fa40eb9a294c,53,2016-12-01,7bf919aa-4f82-4b64-8064-21bc0d673d97
cf604538-3832-4e18-a6db-c60a513d9fb7,75,2016-12-01,66f27f68-894e-40e8-bd65-97b9e7271055
217d9039-dfa7-40b4-b486-7066c789c7ec,56,2016-12-01,d949921e-aac5-4f1a-a631-f5c7e73e242a
91e5c7b2-ebb7-41fb-ada9-421a5a7da0f3,15,2016-12-01,ae82f125-a66d-4c87-8736-586abe846ddc
748efef5-4968-4d2b-b338-0ab75b589c78,25,2016-12-01,e9456512-b7bf-4fca-b25e-0d242156ce46
21432287-d680-445d-926e-bdc2c7963826,24,2016-12-01,3000dad3-b879-49d7-a89a-eedeb9b79ed9
fa87dc0b-ce8f-4c3f-bfaa-0df30fab7041,50,2017-01-31,447c6e02-fe09-4eba-84f1-42c7afdf86f2
934b81d3-5a0b-4e7e-9b7e-19743295550c,50,2017-01-31,3af4a8c7-d3c1-4730-867c-67dd5054522b
db6c8bdb-2b4e-40b2-a978-911ea4bc940b,50,2017-01-31,2fa5e0b8-eefb-4c74-9574-62b00fb10477
86329c6c-3de6-4896-afc5-f5c0fefbd8ba,50,2017-01-31,2edc9615-ed8a-4028-8d2b-8a0b1a461832
ac97e2f3-27ba-45be-a303-4cc91585e10a,78,2017-01-31,82cafbda-709e-4995-8b07-15ab963e3416
2b41f947-48bb-40fc-b0c3-3d4de378d47c,50,2017-01-31,60bb6c1a-4fdc-4e25-8c23-bb64f1798579
f3363f06-242c-487e-91c4-d65e21073bcb,50,2017-01-31,eb0770d9-bbdd-489a-a653-1ab05657086a
9c145298-3ee5-419e-807a-fff99e61b388,50,2017-01-31,01f8d9e9-1a6e-4c35-8317-fb772063d16f
778765b7-05c6-4835-a576-7e8f5b7f9227,50,2017-01-31,c2e8e606-8fea-45ca-bfd5-10e30d9f4b22
96b4e9c0-b53d-4257-b8b7-a2a4f7e58e9b,50,2017-01-31,c8a96290-5e94-4349-9baa-d8a2aefa1468
d35ea7e6-ae08-4719-8619-22790d7ca4a0,990,2017-01-31,d90f2419-51db-450a-b94a-63aabc8c9e96
e797e7d8-7339-4a2b-b845-3ca89791d776,50,2017-01-31,48714599-6176-4fd9-8b71-85b31b66c36a
67037c01-c040-48cb-94dc-8837c6ef4967,50,2017-01-31,0818a5b7-6ddd-408c-9af2-e87919f406a8
08c51539-50f8-4274-8fa1-e3eca3fcb431,50,2017-01-31,022a5eff-ee0e-4c9d-80b3-e8e689c86bdc
f7af39e4-42cf-4b74-abdb-01fc60afbd1a,50,2017-01-31,855d537d-d4b9-4250-8144-88fde9ad0aa4
5a07fc77-1944-4127-bf68-98f48a26ac67,50,2017-01-31,f693368a-c00f-41c3-9994-191a7ee9f203
c91ed763-1ca9-40d5-aea3-1faad5773c4a,50,2017-01-31,83316430-cbff-42d9-b531-10b86ec8e30b
f4bc3f36-76e3-43b8-9bc3-4de0ad357d85,50,2017-01-31,876ef854-082a-45ff-b802-dd325f9a67f0
d2cc5ead-544e-4248-8c6b-6ea57c0f8af3,50,2017-01-31,c5c76b35-9de3-4abd-b83d-b69410f0e0ab
71ae8af6-6ec5-4f6b-9561-1a2f349e823a,50,2017-01-31,ad119993-1bd1-4e57-8449-98aaf7e03238
c6104198-b107-4095-a908-aa3da92dab48,50,2017-01-31,8e611e59-20c7-489f-9717-7af2061f469b
b706036f-b5fd-47be-b9c6-86052593564b,50,2017-01-31,87e0647e-b907-473e-b3ec-339cafa5aa21
115881cc-aae5-4bd0-b511-b091bb8d0843,50,2017-01-31,e72345dd-6db6-49b2-ae50-772fe401950f
097cf61c-f9a0-40ff-8b59-6a0bef7299f0,50,2017-01-31,4bf6a901-c9e3-4dac-874c-faf05f637bd8
a02a302f-4879-4747-97eb-a328521e3191,50,2017-01-31,39a3e7d9-47c7-4f1b-80b4-c8a11072ad1a
cdbd198c-5b47-42e9-83df-17b408506647,50,2017-01-31,fdf636d9-1f33-4808-bfce-f830eaf9c67b
38ac8a55-b17e-410d-8230-47e0104facc0,50,2017-01-31,e8e79cdb-4c3d-40e2-b249-68001c642ec2
5616fc7f-34c2-4fc4-9474-fc65fdd88418,50,2017-01-31,e8e2396f-1b87-45d3-a488-998ebe149c5d
e7205ba3-bef3-4c6e-8226-67cca10f21d4,50,2017-01-31,103c11eb-8847-4688-8513-14ba99f3f515
0caf36e9-69da-4a5d-ab15-950ca590b045,50,2017-01-31,0e1dff26-3eee-4b03-a6ea-ed7f95549d98
0035854b-6c73-425d-a369-56be22e9da3a,50,2017-01-31,dc9c7edc-6119-401f-ae61-c58be99c8fd9
640a124c-83a1-45fb-b975-d637e92226f7,50,2017-01-31,0e8f0cf5-5f30-4f17-9f9b-01024167a6b1
e2f13f71-7f12-4681-aa26-f19d89b53138,150,2017-01-31,04de8d52-f5bc-41fc-bebe-9164f9d5d6a6
1f9da14a-4d3b-4196-b37e-5c28bc54316c,150,2017-01-31,11814e2b-dcb9-495c-a5ef-c7b8929a9e73
1b034294-5fa6-4f38-aa20-994fb1fe1892,150,2017-01-31,57193d64-9978-482a-a089-45c5b995d9fb
1e731679-7261-492c-a6d6-1e4b03d67a42,150,2017-01-31,c35e453c-8ecd-42b7-8b67-305ae9290c04
f286cf76-68c2-40be-a6a9-634cdb716aa8,150,2017-01-31,cf358135-5b73-4f40-b8da-510042b6495e
df7ca527-031e-40b6-ab6a-1e1c9b481faa,150,2017-01-31,4df4c769-9c7e-4bb9-9096-cdc3ef7657ed
7aa4d44a-7c67-41a8-a925-5976ed9a8b4a,150,2017-01-31,bcd26e00-973d-49c2-821d-290042e122f7
83528ef5-3636-44d5-9fb1-67308ad75195,150,2017-01-31,bd07fe96-f569-4e68-8616-85cf9d9d0b8b
37c6206c-eb3f-49c1-9870-3b461959c7e5,50,2017-01-31,e9456512-b7bf-4fca-b25e-0d242156ce46
c20bfc53-7148-4254-b058-ae7e8d591c53,50,2017-01-31,726311f0-b667-494f-a609-13c367298d1a
aa60cec1-d0e6-4247-9038-526a45edbd00,70,2017-01-31,98741bac-3a7f-4bfa-8317-ca4403684b7a
bfbb61fe-5f3b-417d-a15d-8cd51cbb3e84,50,2017-01-31,951500ea-a208-4aa2-a7db-990c74f2f64b
5b631fe3-a2c1-4b6e-a046-b3694f4f5c6d,50,2017-01-31,16d102f7-e9d6-414d-920a-1c20fa65c282
ed2404b2-6e33-42a4-8a9b-b8c16f2b8964,50,2017-01-31,cad7a14a-7c32-42f8-ab21-271eeed69158
462adff8-8495-4960-8fd1-63a6961ad2c7,80,2017-01-31,d949921e-aac5-4f1a-a631-f5c7e73e242a
1ae66272-a8d0-4baa-ab5a-70d9636aa604,50,2017-01-31,1170c77c-e539-4915-a809-eb23b741ee03
cdad3612-465e-4f3b-bf16-79d6ca99c040,50,2017-01-31,d19a0a4c-6389-4e71-8a7f-896df53b542e
85e6493d-fdb9-40c1-98c9-be404b26e2da,50,2017-01-31,3000dad3-b879-49d7-a89a-eedeb9b79ed9
0951a128-89bb-4e3b-bc6d-1707e86e60b3,50,2017-01-31,f9184c38-71d9-4603-9974-a04436217572
cda14c8c-a887-464d-8ebe-724d8a4c68af,50,2017-01-31,66f27f68-894e-40e8-bd65-97b9e7271055
3fcbbfd3-3cbe-425b-b300-2cc9c8c7dfbd,50,2017-01-31,8917491a-6f66-440f-a9f2-db22af163c5d
3e40cbfe-69af-45b2-9d42-0a1076782c61,50,2017-01-31,c60be291-c019-4d3b-b3d5-c00d1dfd59f5
780ac0ad-d25b-47ec-ab15-fe9faf7c2ddb,50,2017-01-31,79a5fc46-effc-4e6b-8194-d726bbaa2667
cf4dc1b2-8e79-4a48-a844-d19f42121feb,50,2017-01-31,eb68fc42-3ef5-4f1f-9cb3-7785c9059d04
0fe67229-8b54-435b-b03b-b0df5e5e35f9,0,2017-01-31,57a06c85-593a-4599-9860-c78b4a48a9b6
6cfeaef3-6e74-47bc-80d2-3ee1fb6df67b,0,2017-01-31,fcbf94e8-7b9c-4336-8f8b-0c8cd2dfcca7
dbc4e89b-0c07-4364-ade6-a73cc938464d,0,2017-01-31,7b90ae68-4a2a-4389-9570-1babda3a7f91
5d7b8a60-e208-4c87-a84f-28c96b062c4f,0,2017-01-31,f61d647d-2034-4b66-88ab-e223b6aa8851
c1ce0bdd-75b7-44fe-a248-7c3f4ef7c9ff,0,2017-01-31,8c1f36bc-7b55-48d8-935c-fae2cf689c92
514621e1-22ff-42ed-979f-08f648f0fd49,0,2017-01-31,a904da92-107b-4aea-9a2f-53aab8827236
ffc81e54-0af8-4642-8d4e-e0d7311ddf91,0,2017-01-31,36bf9b21-e9e5-417b-ad33-3656d1881f90
472edc25-3199-484c-87ae-ba064158b379,0,2017-01-31,d80049fe-c96e-4fc4-9212-944eecc754a1
cdaa05ee-aa27-44f0-bb3e-8af6b54b7ed3,0,2017-01-31,76944d83-6597-444b-8c17-6bb449ca8ea9
337c8a45-0eb4-4f9d-bac2-df86faead04d,0,2017-01-31,a63009f7-8247-4fb2-a116-bf661ea6930e
50100305-ad33-464e-8d9b-bb817ab690a0,0,2017-01-31,013721a8-73c3-454c-b2c5-1832fbcfaacb
9f3f25dc-afb7-469f-b55c-a4f3db4fb517,0,2017-01-31,2f1f6cf8-d031-47ef-b196-fde662f9b857
481a0bd3-4909-4237-ae4f-4b232891a4d5,20,2017-05-01,e5e7588f-49da-4d78-9cb6-3b78b883cfa2
ea4e68d5-d483-4d24-b031-cb8319633e9a,10,2017-05-01,aeadb710-14ee-4de5-bd8d-a38168d3062c
